DateTime,O2,CO2,WVP,FR,BP,RH,TempRH,Analog_1,Analog_2,Analog_3,Analog_4,Analog_5,Analog_6,Analog_7,Analog_8,Thermo_1,Thermo_2,Thermo_3,Thermo_4,DigitalOut
3/7/22 15:25:0,20.84663,5.36E-02,0.8147858,194.783,101.4081,17.51951,31.59742,2.584204,2.584204,2.58446,2.584263,2.584153,2.584384,2.584017,2.584112,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84688,5.34E-02,0.814522,194.4791,101.4073,17.51312,31.60157,2.584224,2.584252,2.584419,2.584273,2.584139,2.584457,2.584003,2.584097,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84685,5.33E-02,0.8144081,195.0765,101.4069,17.50681,31.60399,2.584141,2.584304,2.584455,2.584241,2.58412,2.584402,2.584034,2.584062,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84682,5.34E-02,0.8141015,199.0119,101.4076,17.49902,31.60519,2.584224,2.58421,2.584456,2.584211,2.584104,2.584335,2.584084,2.584098,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84674,5.30E-02,0.8138883,205.977,101.4078,17.49297,31.60667,2.584178,2.584245,2.584472,2.584275,2.584182,2.584401,2.584,2.584102,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84679,5.29E-02,0.8136026,182.8718,101.4079,17.48779,31.6057,2.584252,2.584221,2.58445,2.584277,2.584042,2.584438,2.584009,2.58407,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84669,5.23E-02,0.8131904,178.5217,101.4088,17.47947,31.60612,2.584136,2.584282,2.584419,2.584233,2.584079,2.584412,2.583961,2.584097,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84651,5.26E-02,0.8130478,186.09,101.4091,17.47503,31.60655,2.584177,2.584203,2.584369,2.584263,2.584144,2.584407,2.584013,2.584092,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84655,5.28E-02,0.8127545,186.2983,101.4095,17.46975,31.60536,2.584272,2.584224,2.584357,2.584243,2.584046,2.584371,2.58411,2.584139,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84659,5.27E-02,0.812545,197.9747,101.4095,17.46286,31.60792,2.584267,2.584225,2.584423,2.584186,2.584125,2.58444,2.584002,2.584151,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84657,5.32E-02,0.8120998,209.2614,101.4092,17.45201,31.60922,2.5842,2.584182,2.584395,2.58426,2.584132,2.584431,2.583947,2.584075,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84653,5.34E-02,0.8116369,184.3053,101.4097,17.44206,31.60921,2.584151,2.584237,2.584467,2.584249,2.584092,2.584301,2.584074,2.584066,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84647,5.37E-02,0.8114006,198.0768,101.4102,17.43731,31.61163,2.584164,2.584253,2.584424,2.584272,2.584079,2.584424,2.584017,2.584171,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84663,0.0532215,0.811311,214.7904,101.4096,17.43087,31.61345,2.58417,2.584264,2.584385,2.58427,2.584104,2.584419,2.584049,2.584144,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84665,5.29E-02,0.8110837,220.1307,101.4092,17.42542,31.6143,2.584175,2.584275,2.584424,2.584306,2.58411,2.584408,2.584077,2.584097,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84654,5.27E-02,0.8109903,212.7261,101.4098,7.50E-31,31.61623,2.584179,2.584208,2.584443,2.584303,2.584115,2.584413,2.584013,2.584126,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84653,5.27E-02,0.8106338,198.2938,101.4097,17.41194,31.61788,2.584149,2.584185,2.584428,2.584331,2.584158,2.584323,2.584036,2.584104,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84637,5.28E-02,0.810288,200.9608,101.4098,17.40393,31.61848,2.584246,2.584208,2.584378,2.584298,2.584078,2.584378,2.584036,2.584009,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.8463,0.05353,0.809996,205.9634,101.4093,17.39994,31.61617,2.584187,2.584199,2.584447,2.584333,2.584061,2.58431,2.584047,2.584101,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84642,0.0526549,0.809642,192.5041,101.4093,17.39194,31.61601,2.584209,2.584216,2.584387,2.584264,2.58414,2.584395,2.584005,2.58405,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84624,5.28E-02,0.8095433,204.0177,101.4102,17.38772,31.62044,2.584207,2.584225,2.584418,2.584255,2.584073,2.584353,2.584035,2.584111,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84622,5.24E-02,0.8093205,195.5601,101.4104,17.38165,31.61999,2.584212,2.58421,2.584473,2.584219,2.584133,2.584417,2.584048,2.584087,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84603,5.28E-02,0.8091166,198.4595,101.4107,17.37557,31.62172,2.584168,2.58427,2.584473,2.584234,2.58409,2.584397,2.583978,2.584137,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.84606,5.29E-02,0.8089638,212.5566,101.4106,17.3705,31.62205,2.584181,2.584159,2.584466,2.584204,2.584156,2.584434,2.584052,2.584121,-1000,-1000,-1000,-1000,128
3/7/22 15:25:0,20.8461,5.25E-02,0.8089112,222.5439,101.4108,17.36894,31.6252,2.584201,2.58416,2.58439,2.584185,2.584091,2.584378,2.58399,2.584069,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84623,5.31E-02,0.8087542,225.5238,101.4097,17.36036,31.62926,2.584157,2.584213,2.584385,2.584247,2.584037,2.584405,2.584017,2.584111,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84627,0.0532466,0.8084819,209.8624,101.4098,17.35474,31.62903,2.584179,2.58426,2.584467,2.584263,2.58411,2.584362,2.584006,2.584096,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84641,5.33E-02,0.8084892,217.8889,101.4091,17.35073,31.63327,2.584195,2.584204,2.58444,2.584279,2.584123,2.584357,2.58395,2.584115,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84628,5.28E-02,0.8080832,216.6977,101.4097,17.34207,31.63321,2.584219,2.584174,2.584396,2.584224,2.584061,2.584322,2.584022,2.584052,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84644,5.30E-02,0.8078773,218.2673,101.4099,17.33539,31.63551,2.584183,2.584268,2.584364,2.584295,2.584111,2.584357,2.584029,2.584113,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84668,5.31E-02,0.8077821,211.4102,101.4091,17.32926,31.63696,2.584189,2.584143,2.584449,2.584238,2.584132,2.584399,2.584022,2.584104,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.847,5.32E-02,0.8073074,209.9028,101.4073,17.32025,31.63672,2.584145,2.584194,2.584462,2.584262,2.584059,2.584396,2.583975,2.5841,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84731,0.0532092,0.8069837,216.7342,101.4065,17.31356,31.63821,2.584264,2.58424,2.584443,2.584243,2.58413,2.584388,2.584006,2.584141,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84728,5.30E-02,0.8067883,196.5577,101.4065,17.30894,31.63865,2.584206,2.584195,2.584469,2.584221,2.584134,2.58433,2.584089,2.584157,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84709,5.29E-02,0.8065788,181.455,101.4065,17.30363,31.63948,2.584146,2.584157,2.584437,2.584261,2.584143,2.584401,2.584075,2.58414,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84706,5.36E-02,0.8063722,193.1153,101.4066,17.29838,31.64032,2.584219,2.584232,2.584391,2.5843,2.584095,2.584359,2.584004,2.584214,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84709,5.26E-02,0.8061839,191.1572,101.4067,17.2911,31.64185,2.584216,2.584145,2.584401,2.584313,2.584144,2.584386,2.584117,2.584187,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84686,0.0529738,0.8060564,194.6575,101.407,17.28799,31.6443,2.584179,2.584254,2.584426,2.584249,2.584081,2.584373,2.583997,2.584114,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.8469,5.33E-02,0.8059238,205.2749,101.4071,17.28348,31.6457,2.584148,2.584235,2.584424,2.584242,2.584053,2.584408,2.58394,2.584128,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.8472,5.27E-02,0.8057145,200.2371,101.4057,17.27601,31.64875,2.584149,2.584185,2.584392,2.584334,2.584094,2.584367,2.584065,2.584128,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84736,5.29E-02,0.8054706,199.2606,101.4049,17.27003,31.64844,2.584185,2.584245,2.584374,2.584307,2.584112,2.584369,2.584038,2.584162,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84754,5.31E-02,0.8052189,188.4111,101.4032,17.26398,31.64879,2.584206,2.584246,2.584389,2.584292,2.584107,2.584337,2.584025,2.584029,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84741,5.23E-02,0.804921,191.2753,101.4039,17.25573,31.65208,2.584213,2.584217,2.584408,2.584217,2.58409,2.584338,2.584001,2.584076,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84731,0.0529503,0.8045594,175.1326,101.4042,17.25047,31.64954,2.584241,2.584242,2.584441,2.584283,2.584083,2.584415,2.584009,2.584162,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84742,0.053688,0.8044049,185.6722,101.4039,17.24566,31.65022,2.584195,2.584249,2.584432,2.584285,2.584048,2.584361,2.584078,2.584167,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.8473,5.34E-02,0.8041057,191.1445,101.4049,17.24002,31.65008,2.584196,2.58428,2.584371,2.584322,2.584125,2.58432,2.583984,2.584176,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84722,5.33E-02,0.8040469,192.6492,101.4056,17.23618,31.65125,2.584186,2.584304,2.584431,2.584276,2.584155,2.584323,2.584048,2.584139,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84731,5.32E-02,0.8034841,196.4837,101.4054,17.22781,31.64914,2.584136,2.584239,2.584363,2.584276,2.584141,2.584373,2.583977,2.58406,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84713,5.29E-02,0.803369,195.2363,101.4057,17.22171,31.65285,2.584254,2.584244,2.5844,2.584288,2.584105,2.584359,2.584025,2.583997,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84719,5.27E-02,0.8032962,199.6127,101.4053,17.21679,31.65629,2.584167,2.584277,2.584426,2.584277,2.58412,2.584368,2.584019,2.584076,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84727,5.28E-02,0.8032284,206.8447,101.405,17.21125,31.66047,2.58413,2.584247,2.584335,2.584321,2.584026,2.584348,2.584025,2.584144,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84728,5.36E-02,0.8029136,208.8224,101.4045,17.20418,31.6608,2.584268,2.584239,2.584433,2.584316,2.584088,2.584392,2.58399,2.584112,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84728,5.31E-02,0.802473,209.356,101.4043,17.19739,31.65913,2.584154,2.584274,2.584459,2.584278,2.584141,2.584401,2.584037,2.584188,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.8472,5.35E-02,0.8023526,210.526,101.4045,17.19219,31.66079,2.584191,2.584231,2.584437,2.58424,2.584184,2.584373,2.58398,2.584161,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84709,5.32E-02,0.8021663,198.8872,101.405,17.18486,31.66421,2.584208,2.584282,2.584461,2.584239,2.584105,2.584394,2.584027,2.584141,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84705,5.33E-02,0.8018638,195.9968,101.4045,17.17715,31.66546,2.584157,2.584267,2.584402,2.584235,2.58417,2.584329,2.584015,2.584065,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84694,5.33E-02,0.8015661,205.0945,101.4044,17.16821,31.66811,2.58423,2.584269,2.584355,2.584258,2.584119,2.584402,2.583999,2.584114,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84696,5.27E-02,0.8012379,219.8207,101.4042,17.16023,31.66908,2.584177,2.584274,2.584464,2.584316,2.584088,2.584402,2.584013,2.584064,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84675,5.26E-02,0.8011026,200.6339,101.4053,17.15455,31.6713,2.584172,2.584265,2.584429,2.584259,2.58412,2.584341,2.584012,2.584062,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84664,5.28E-02,0.8008922,180.856,101.4054,17.14873,31.67313,2.584254,2.584239,2.584536,2.584313,2.584135,2.58442,2.584003,2.584131,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84678,5.29E-02,0.800673,183.9805,101.4047,17.14335,31.674,2.584148,2.584203,2.584476,2.584316,2.584084,2.584361,2.583926,2.584149,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84709,5.29E-02,0.8005118,188.0303,101.4044,17.13694,31.67704,2.584155,2.584244,2.58428,2.584277,2.584066,2.584408,2.584008,2.584128,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84704,5.30E-02,0.8003121,194.5687,101.4049,17.13084,31.67758,2.584228,2.584273,2.58445,2.58418,2.584096,2.584379,2.584001,2.584085,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84675,0.0527388,0.8003123,208.0916,101.4052,17.12799,31.68085,2.584179,2.58428,2.584439,2.584249,2.584088,2.584388,2.583975,2.584137,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84692,5.31E-02,0.7999911,225.0184,101.4046,17.12158,31.68116,2.584175,2.584208,2.584407,2.584305,2.584062,2.584412,2.584032,2.584191,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84685,5.30E-02,0.7997796,203.2375,101.4042,17.11611,31.68235,2.584225,2.584162,2.584484,2.584273,2.584154,2.584382,2.583995,2.58409,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84677,5.27E-02,0.7995489,190.1949,101.4045,17.11139,31.68213,2.584194,2.584222,2.58437,2.584225,2.584116,2.584347,2.584044,2.584095,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84703,5.27E-02,0.7993661,210.8294,101.4039,17.10458,31.68403,2.584136,2.584275,2.584391,2.584243,2.584059,2.584351,2.58397,2.584212,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84721,5.31E-02,0.799028,214.6747,101.4032,17.09967,31.6845,2.584215,2.584215,2.584366,2.584266,2.584065,2.584368,2.584069,2.584091,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84711,5.33E-02,0.7987801,220.4042,101.4051,17.09225,31.6849,2.584172,2.584232,2.584396,2.584308,2.584067,2.584383,2.583999,2.584108,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84708,0.053404,0.7985742,212.6522,101.4056,17.08684,31.68593,2.584211,2.58417,2.584485,2.5842,2.58415,2.584383,2.583997,2.584227,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84696,5.32E-02,0.7983147,218.8097,101.4061,17.08081,31.68643,2.584213,2.584201,2.584382,2.584262,2.584065,2.58438,2.584107,2.584165,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84707,5.28E-02,0.7982342,217.0924,101.4055,17.07718,31.68841,2.58414,2.584236,2.584447,2.584298,2.584074,2.584389,2.58408,2.58408,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84727,5.29E-02,0.7979164,209.3022,101.4056,17.07102,31.68774,2.584151,2.58428,2.584432,2.584244,2.584095,2.584316,2.584037,2.584119,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84748,5.29E-02,0.7978013,210.1271,101.4055,17.06511,31.69224,2.584156,2.584258,2.584367,2.584283,2.584122,2.584309,2.584004,2.58409,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84718,5.27E-02,0.7974293,218.4246,101.4065,17.05779,31.69064,2.584241,2.584233,2.584443,2.584312,2.584076,2.584363,2.583935,2.584098,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84722,5.30E-02,0.7971739,196.804,101.4066,17.05158,31.69341,2.584208,2.584283,2.584406,2.584263,2.584107,2.584403,2.583965,2.584149,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84698,5.30E-02,0.7971466,180.6728,101.4066,17.04675,31.6958,2.584182,2.584269,2.584461,2.584261,2.584135,2.584356,2.584014,2.584139,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84701,0.0528426,0.7968476,190.5076,101.4064,17.04117,31.69497,2.584201,2.584213,2.584367,2.584372,2.58409,2.584447,2.584056,2.584102,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84711,5.22E-02,0.7966235,203.3606,101.4061,17.03394,31.69749,2.584174,2.58421,2.584412,2.584293,2.584161,2.584446,2.583995,2.584059,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84705,5.24E-02,0.7963375,198.1329,101.4064,17.02746,31.6973,2.584225,2.58424,2.584435,2.584329,2.584183,2.584414,2.584088,2.584109,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84688,5.25E-02,0.7961441,187.7972,101.4067,17.01975,31.69846,2.58419,2.584266,2.584428,2.584292,2.584157,2.584356,2.584088,2.584129,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84677,5.28E-02,0.795953,200.8724,101.4071,17.01437,31.70376,2.584253,2.584238,2.584435,2.584309,2.584153,2.584368,2.584025,2.584129,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84689,5.28E-02,0.7957175,200.8199,101.407,17.00747,31.70376,2.584144,2.58426,2.584365,2.584261,2.584117,2.58433,2.584018,2.584105,-1000,-1000,-1000,-1000,128
3/7/22 15:26:0,20.84676,5.28E-02,0.7956772,197.0883,101.4073,17.0024,31.70921,2.584196,2.584228,2.584361,2.584304,2.584062,2.584408,2.584033,2.584101,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84674,5.33E-02,0.7955071,209.8602,101.4069,16.99915,31.70722,2.584173,2.584249,2.584485,2.584242,2.584097,2.584357,2.58399,2.584051,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84655,5.32E-02,0.7953452,200.3043,101.4077,16.99419,31.71047,2.584225,2.584283,2.584457,2.584184,2.58415,2.584356,2.584028,2.584136,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84662,5.31E-02,0.7952415,198.8792,101.4075,16.98895,31.71352,2.584245,2.584247,2.584443,2.58421,2.584133,2.584397,2.584069,2.584125,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84658,5.31E-02,0.7952219,196.5212,101.4067,16.98543,31.71501,2.58421,2.584267,2.584356,2.584289,2.584107,2.584276,2.583991,2.584109,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84658,5.29E-02,0.7948675,211.5991,101.407,16.97994,31.71425,2.584193,2.584233,2.584405,2.584202,2.584115,2.584355,2.584006,2.584095,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84635,5.32E-02,0.7944821,212.0226,101.4073,16.97175,31.71453,2.584201,2.584242,2.584361,2.584302,2.584011,2.584351,2.584006,2.584141,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84639,5.31E-02,0.7942938,215.7546,101.4067,16.96523,31.71712,2.584185,2.584295,2.584457,2.584329,2.584167,2.584425,2.58402,2.584175,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.8464,5.29E-02,0.7938742,189.8423,101.4063,16.95752,31.71582,2.584211,2.584335,2.584482,2.584317,2.584055,2.58437,2.58402,2.584133,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84669,5.28E-02,0.7935655,183.7535,101.4054,16.95212,31.71458,2.5842,2.584217,2.584424,2.584292,2.584127,2.584367,2.584104,2.584121,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84673,5.28E-02,0.7935836,187.4728,101.4057,16.94827,31.71899,2.584195,2.58426,2.584441,2.584321,2.58414,2.58442,2.584,2.58415,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84692,5.29E-02,0.7934895,199.3772,101.4052,16.94256,31.72277,2.584243,2.584192,2.584375,2.584309,2.584111,2.584315,2.584,2.584081,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84683,5.33E-02,0.7934399,187.4746,101.4052,16.93813,31.72635,2.584236,2.584228,2.584413,2.584285,2.584178,2.584322,2.584059,2.584153,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84657,5.35E-02,0.7931198,200.5524,101.4053,16.93187,31.72577,2.584175,2.58421,2.584396,2.584287,2.584132,2.584349,2.584038,2.584123,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84673,5.30E-02,0.7926426,197.0478,101.4048,16.92392,31.72342,2.5842,2.584275,2.584415,2.584225,2.584152,2.584351,2.58407,2.584088,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84669,5.27E-02,0.7924078,198.8251,101.4046,16.91823,31.72392,2.584141,2.584301,2.584444,2.584286,2.584108,2.584404,2.584123,2.584165,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84685,5.26E-02,0.7921848,193.1757,101.4047,16.91322,31.72439,2.584164,2.584211,2.584381,2.58428,2.584105,2.584442,2.584018,2.584181,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84659,5.34E-02,0.792044,195.3718,101.4053,16.90587,31.72892,2.584163,2.584299,2.584399,2.584302,2.584091,2.584398,2.584063,2.584102,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84662,5.30E-02,0.7918377,202.9291,101.4053,16.89986,31.72929,2.584146,2.584222,2.584368,2.584226,2.584196,2.584346,2.584007,2.584148,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84663,5.30E-02,0.7914307,208.9705,101.4051,16.89337,31.72875,2.584174,2.58424,2.584595,2.584212,2.584076,2.584356,2.583964,2.584081,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84667,5.28E-02,0.7913683,204.0377,101.4056,16.88646,31.73413,2.584124,2.584206,2.584444,2.584267,2.584095,2.584439,2.583991,2.584081,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.8466,5.28E-02,0.79131,209.3382,101.4056,16.88336,31.73582,2.584253,2.584156,2.584384,2.584315,2.584085,2.584349,2.584023,2.584113,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84668,5.22E-02,0.7911431,211.2127,101.4051,16.87854,31.73487,2.584208,2.584199,2.584399,2.584282,2.584131,2.584424,2.584021,2.584095,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84665,0.0522649,0.790746,196.156,101.4056,16.87394,31.73329,2.584257,2.584238,2.584469,2.584249,2.584095,2.584352,2.583998,2.584179,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84681,5.30E-02,0.7905602,185.9155,101.4055,16.86914,31.73422,2.584184,2.584236,2.584429,2.584164,2.584141,2.584395,2.584071,2.584105,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84651,5.29E-02,0.790415,186.1721,101.4059,16.86436,31.73597,2.584229,2.58427,2.584399,2.58432,2.584173,2.584391,2.584022,2.584084,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.8464,0.0529164,0.7902629,200.9458,101.4066,16.85875,31.73759,2.584173,2.584265,2.584445,2.584296,2.584128,2.584361,2.584069,2.584148,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.8467,5.31E-02,0.7899431,209.9064,101.4064,16.85373,31.73594,2.584208,2.584255,2.584363,2.584243,2.584041,2.584405,2.584007,2.584171,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84662,5.32E-02,0.7896496,190.8304,101.4056,16.84785,31.73582,2.584239,2.584163,2.584456,2.584315,2.58413,2.584358,2.58398,2.584096,-1000,-1000,-1000,-1000,128
3/7/22 15:27:0,20.84636,5.27E-02,0.7893066,185.3384,101.4059,16.84051,31.73584,2.584187,2.584236,2.58444,2.584204,2.584052,2.584383,2.583972,2.584115,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84645,5.28E-02,0.7890709,192.5486,101.4055,16.83475,31.73694,2.584254,2.584181,2.584528,2.5842,2.584102,2.5844,2.583972,2.584126,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84656,5.35E-02,0.7891053,203.9969,101.4057,16.83119,31.74145,2.584201,2.58425,2.58441,2.584325,2.584115,2.584389,2.584079,2.584145,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84642,5.33E-02,0.7889432,210.8612,101.406,16.82648,31.74392,2.584199,2.584321,2.584486,2.584206,2.584169,2.584392,2.584023,2.584108,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84646,5.32E-02,0.7886893,223.3998,101.4052,16.82089,31.74294,2.584172,2.584274,2.584425,2.584271,2.584056,2.584428,2.584027,2.584156,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84643,5.34E-02,0.7886915,200.1908,101.4051,16.8175,31.74655,2.584168,2.584274,2.584424,2.584231,2.584172,2.584409,2.584031,2.584152,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.8465,5.28E-02,0.7898138,212.8716,101.4047,16.83974,31.74999,2.584171,2.584232,2.58446,2.584288,2.584121,2.584381,2.584076,2.584182,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84629,5.30E-02,0.7968831,200.8857,101.4054,16.98495,31.75407,2.584216,2.584199,2.584429,2.584249,2.584071,2.584415,2.584059,2.584167,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.8461,5.33E-02,0.8111122,200.7836,101.4059,17.28531,31.75703,2.584204,2.584276,2.584439,2.584299,2.584061,2.584423,2.584002,2.584126,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84604,5.31E-02,0.8340321,186.2932,101.4062,17.77022,31.76055,2.58421,2.584205,2.58442,2.58428,2.584094,2.584392,2.584016,2.584197,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84624,5.26E-02,0.8656257,178.249,101.4058,18.44289,31.761,2.584108,2.584241,2.584393,2.584261,2.584155,2.58441,2.584004,2.584152,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84618,5.23E-02,0.8960467,187.3792,101.4059,19.3235,31.76753,2.584254,2.584219,2.584482,2.584254,2.584083,2.584318,2.58404,2.584167,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84639,5.24E-02,0.944581,180.5861,101.4058,20.11721,31.7687,2.584152,2.584253,2.584466,2.584255,2.584127,2.584348,2.58402,2.584196,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84622,5.24E-02,1.000896,190.8287,101.407,21.31723,31.76607,2.58417,2.58424,2.584407,2.584227,2.584129,2.584394,2.584054,2.584135,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84607,5.27E-02,1.063612,198.1385,101.4073,22.65476,31.76598,2.584166,2.584282,2.584504,2.584272,2.584146,2.584439,2.583972,2.584138,-1000,-1000,-1000,-1000,0
3/7/22 15:27:0,20.84616,5.36E-02,1.131542,208.5446,101.4068,24.09696,31.76941,2.584198,2.584183,2.584422,2.584251,2.584114,2.584424,2.584068,2.584091,-1000,-1000,-1000,-1000,0
